"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown00",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/wordtest/1_99840000_380000000000_0.75.csv",,,,"Date:","15 Mar 2016 16:07:25 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
18.851,1.291,78.271,1.476,0.000,0.110,932793.089,3672524.916,0.0,0.0,1272.439,1292.382,1656.739,1947.566,1458054445.459
0.501,0.0,99.499,0.0,0.0,0.0,0.0,4096.0,6832.0,6010.0,0.0,0.0,625.0,1076.0,1458054446.460
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,8769.0,10691.0,0.0,0.0,500.0,899.0,1458054447.460
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2159.0,1773.0,0.0,0.0,477.0,917.0,1458054448.460
0.250,0.0,97.628,2.122,0.0,0.0,0.0,49152.0,2959.0,687.0,0.0,0.0,451.0,861.0,1458054449.460
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1279.0,345.0,0.0,0.0,438.0,866.0,1458054450.460
0.125,0.125,99.750,0.0,0.0,0.0,0.0,12288.0,1087.0,345.0,0.0,0.0,545.0,1019.0,1458054451.460
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2857.0,687.0,0.0,0.0,460.0,888.0,1458054452.460
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,1305.0,435.0,0.0,0.0,428.0,842.0,1458054453.460
0.0,0.0,97.872,2.128,0.0,0.0,0.0,36864.0,1087.0,345.0,0.0,0.0,460.0,894.0,1458054454.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2703.0,687.0,0.0,0.0,443.0,880.0,1458054455.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,278528.0,1087.0,345.0,0.0,0.0,523.0,872.0,1458054456.460
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,487.0,921.0,1458054457.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2767.0,687.0,0.0,0.0,438.0,860.0,1458054458.460
0.125,0.0,97.375,2.500,0.0,0.0,0.0,16384.0,1023.0,345.0,0.0,0.0,444.0,871.0,1458054459.460
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,458.0,896.0,1458054460.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,77824.0,2831.0,687.0,0.0,0.0,492.0,895.0,1458054461.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,434.0,856.0,1458054462.460
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,451.0,884.0,1458054463.460
0.250,0.0,97.253,2.497,0.0,0.0,0.0,28672.0,2703.0,687.0,0.0,0.0,459.0,893.0,1458054464.460
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,439.0,865.0,1458054465.460
0.125,0.0,99.875,0.0,0.0,0.0,0.0,24576.0,1087.0,345.0,0.0,0.0,463.0,890.0,1458054466.460
