"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/2_2097152_200000000.csv",,,,"Date:","04 Feb 2016 06:09:59 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
7.180,0.449,92.126,0.229,0.000,0.016,245581.431,752920.880,0.0,0.0,143.413,166.832,493.548,585.420,1454562599.119
0.250,0.0,99.126,0.624,0.0,0.0,0.0,77824.0,5973.0,4477.0,0.0,0.0,181.0,337.0,1454562600.120
0.249,0.0,99.751,0.0,0.0,0.0,0.0,147456.0,177.0,339.0,0.0,0.0,172.0,285.0,1454562601.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,241.0,339.0,0.0,0.0,171.0,318.0,1454562602.120
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,226.0,1244.0,0.0,0.0,159.0,292.0,1454562603.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,113.0,339.0,0.0,0.0,179.0,315.0,1454562604.120
0.125,0.0,99.501,0.375,0.0,0.0,0.0,106496.0,113.0,339.0,0.0,0.0,167.0,305.0,1454562605.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,12288.0,226.0,898.0,0.0,0.0,149.0,280.0,1454562606.120
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,113.0,339.0,0.0,0.0,153.0,282.0,1454562607.120
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,369.0,403.0,0.0,0.0,166.0,302.0,1454562608.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,354.0,962.0,0.0,0.0,154.0,280.0,1454562609.120
0.125,0.0,99.500,0.375,0.0,0.0,0.0,53248.0,369.0,403.0,0.0,0.0,157.0,287.0,1454562610.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,24576.0,305.0,339.0,0.0,0.0,165.0,301.0,1454562611.120
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,418.0,898.0,0.0,0.0,158.0,289.0,1454562612.120
0.125,0.125,99.751,0.0,0.0,0.0,0.0,0.0,369.0,339.0,0.0,0.0,150.0,278.0,1454562613.120
