16/05/09 17:23:51| starting
16/05/09 17:23:53| Total input paths to process : 50
Spent 334ms computing base-splits.
Spent 8ms computing TeraScheduler splits.
Computing input splits took 344ms
Sampling 10 splits of 250
Making 24 from 100000 sampled records
Computing parititions took 807ms
Spent 1155ms computing partitions.
16/05/09 17:23:54| Connecting to ResourceManager at mazzu1.local.necst.it/131.175.14.9:8032
16/05/09 17:23:55| number of splits:250
16/05/09 17:23:55| mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
16/05/09 17:23:55| Submitting tokens for job: job_1462718033130_0030
16/05/09 17:23:55| Submitted application application_1462718033130_0030
16/05/09 17:23:55| The url to track the job: http://mazzu1.local.necst.it:8081/proxy/application_1462718033130_0030/
16/05/09 17:23:55| Running job: job_1462718033130_0030
16/05/09 17:24:03| Job job_1462718033130_0030 running in uber mode : false
16/05/09 17:24:03|  map 0% reduce 0%
16/05/09 17:24:19|  map 1% reduce 0%
16/05/09 17:24:20|  map 2% reduce 0%
16/05/09 17:24:21|  map 4% reduce 0%
16/05/09 17:24:23|  map 5% reduce 0%
16/05/09 17:24:24|  map 6% reduce 0%
16/05/09 17:24:26|  map 7% reduce 0%
16/05/09 17:24:28|  map 8% reduce 0%
16/05/09 17:24:30|  map 9% reduce 0%
16/05/09 17:24:40|  map 10% reduce 0%
16/05/09 17:24:43|  map 11% reduce 0%
16/05/09 17:24:46|  map 13% reduce 0%
16/05/09 17:24:47|  map 14% reduce 0%
16/05/09 17:24:49|  map 15% reduce 0%
16/05/09 17:24:50|  map 16% reduce 0%
16/05/09 17:24:52|  map 17% reduce 0%
16/05/09 17:24:55|  map 18% reduce 0%
16/05/09 17:25:00|  map 19% reduce 0%
16/05/09 17:25:05|  map 20% reduce 0%
16/05/09 17:25:06|  map 21% reduce 0%
16/05/09 17:25:07|  map 22% reduce 0%
16/05/09 17:25:10|  map 23% reduce 0%
16/05/09 17:25:12|  map 25% reduce 0%
16/05/09 17:25:13|  map 26% reduce 0%
16/05/09 17:25:15|  map 27% reduce 0%
16/05/09 17:25:18|  map 28% reduce 0%
16/05/09 17:25:21|  map 29% reduce 0%
16/05/09 17:25:22|  map 30% reduce 0%
16/05/09 17:25:25|  map 31% reduce 0%
16/05/09 17:25:29|  map 32% reduce 0%
16/05/09 17:25:31|  map 33% reduce 0%
16/05/09 17:25:32|  map 34% reduce 0%
16/05/09 17:25:36|  map 35% reduce 0%
16/05/09 17:25:39|  map 37% reduce 0%
16/05/09 17:25:41|  map 38% reduce 0%
16/05/09 17:25:44|  map 39% reduce 0%
16/05/09 17:25:47|  map 40% reduce 0%
16/05/09 17:25:48|  map 41% reduce 0%
16/05/09 17:25:53|  map 42% reduce 0%
16/05/09 17:25:56|  map 43% reduce 0%
16/05/09 17:25:59|  map 44% reduce 0%
16/05/09 17:26:02|  map 44% reduce 1%
16/05/09 17:26:05|  map 44% reduce 3%
16/05/09 17:26:07|  map 45% reduce 3%
16/05/09 17:26:08|  map 45% reduce 4%
16/05/09 17:26:10|  map 45% reduce 5%
16/05/09 17:26:14|  map 46% reduce 6%
16/05/09 17:26:18|  map 46% reduce 7%
16/05/09 17:26:20|  map 47% reduce 7%
16/05/09 17:26:24|  map 47% reduce 8%
16/05/09 17:26:25|  map 48% reduce 8%
16/05/09 17:26:32|  map 49% reduce 8%
16/05/09 17:26:33|  map 49% reduce 9%
16/05/09 17:26:36|  map 50% reduce 9%
16/05/09 17:26:39|  map 51% reduce 9%
16/05/09 17:26:42|  map 52% reduce 9%
16/05/09 17:26:43|  map 52% reduce 10%
16/05/09 17:26:46|  map 53% reduce 10%
16/05/09 17:26:49|  map 54% reduce 10%
16/05/09 17:26:54|  map 55% reduce 10%
16/05/09 17:26:55|  map 55% reduce 11%
16/05/09 17:27:00|  map 56% reduce 11%
16/05/09 17:27:03|  map 57% reduce 11%
16/05/09 17:27:06|  map 58% reduce 11%
16/05/09 17:27:10|  map 58% reduce 12%
16/05/09 17:27:11|  map 59% reduce 12%
16/05/09 17:27:18|  map 60% reduce 12%
16/05/09 17:27:24|  map 61% reduce 12%
16/05/09 17:27:27|  map 62% reduce 12%
16/05/09 17:27:28|  map 62% reduce 13%
16/05/09 17:27:36|  map 63% reduce 13%
16/05/09 17:27:42|  map 64% reduce 13%
16/05/09 17:27:44|  map 65% reduce 13%
16/05/09 17:27:52|  map 65% reduce 14%
16/05/09 17:27:54|  map 66% reduce 14%
16/05/09 17:27:56|  map 67% reduce 14%
16/05/09 17:28:01|  map 68% reduce 14%
16/05/09 17:28:06|  map 69% reduce 14%
16/05/09 17:28:09|  map 70% reduce 14%
16/05/09 17:28:13|  map 71% reduce 14%
16/05/09 17:28:18|  map 72% reduce 14%
16/05/09 17:28:22|  map 73% reduce 14%
16/05/09 17:28:23|  map 73% reduce 15%
16/05/09 17:28:27|  map 74% reduce 15%
16/05/09 17:28:32|  map 75% reduce 15%
16/05/09 17:28:34|  map 76% reduce 15%
16/05/09 17:28:38|  map 77% reduce 15%
16/05/09 17:28:42|  map 77% reduce 16%
16/05/09 17:28:46|  map 78% reduce 16%
16/05/09 17:28:50|  map 79% reduce 16%
16/05/09 17:28:52|  map 80% reduce 16%
16/05/09 17:28:55|  map 80% reduce 17%
16/05/09 17:28:59|  map 81% reduce 17%
16/05/09 17:29:02|  map 82% reduce 17%
16/05/09 17:29:03|  map 83% reduce 17%
16/05/09 17:29:08|  map 84% reduce 17%
16/05/09 17:29:12|  map 85% reduce 17%
16/05/09 17:29:13|  map 86% reduce 18%
16/05/09 17:29:18|  map 87% reduce 18%
16/05/09 17:29:22|  map 88% reduce 18%
16/05/09 17:29:23|  map 89% reduce 18%
16/05/09 17:29:25|  map 90% reduce 18%
