"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/wordtest/3_128000000_5700000000_0.75.csv",,,,"Date:","12 Mar 2016 07:26:12 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
17.364,1.198,80.225,1.140,0.000,0.073,788556.503,3658808.237,0.0,0.0,670.965,650.998,1358.314,1385.583,1457763972.635
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,6254.0,4480.0,0.0,0.0,156.0,291.0,1457763973.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,307.0,341.0,0.0,0.0,133.0,258.0,1457763974.636
0.0,0.0,99.625,0.375,0.0,0.0,0.0,77824.0,307.0,341.0,0.0,0.0,150.0,285.0,1457763975.636
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,293.0,901.0,0.0,0.0,142.0,271.0,1457763976.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,133.0,255.0,1457763977.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,269.0,1457763978.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,472.0,1242.0,0.0,0.0,134.0,261.0,1457763979.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,243.0,341.0,0.0,0.0,150.0,285.0,1457763980.636
0.0,0.0,99.749,0.251,0.0,0.0,0.0,53248.0,179.0,341.0,0.0,0.0,153.0,291.0,1457763981.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,366.0,1247.0,0.0,0.0,140.0,270.0,1457763982.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,133.0,264.0,1457763983.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,149.0,292.0,1457763984.636
0.0,0.0,100.0,0.0,0.0,0.0,0.0,270336.0,293.0,901.0,0.0,0.0,232.0,265.0,1457763985.636
