"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown00",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/4_134217728_2000000000_0.35_24_300.csv",,,,"Date:","31 Mar 2016 19:54:59 CEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
21.452,1.507,74.314,2.563,0.000,0.164,1826311.598,6137789.868,0.0,0.0,2310.294,2169.554,2120.945,2382.861,1459446899.895
1.377,0.125,98.498,0.0,0.0,0.0,0.0,0.0,13192.0,18016.0,0.0,0.0,644.0,1079.0,1459446900.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1819.0,459.0,0.0,0.0,371.0,818.0,1459446901.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1259.0,345.0,0.0,0.0,394.0,843.0,1459446902.896
0.125,0.125,99.250,0.500,0.0,0.0,0.0,98304.0,2443.0,573.0,0.0,0.0,416.0,887.0,1459446903.896
0.0,0.125,99.875,0.0,0.0,0.0,0.0,192512.0,1819.0,459.0,0.0,0.0,467.0,867.0,1459446904.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1131.0,409.0,0.0,0.0,412.0,875.0,1459446905.895
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2315.0,637.0,0.0,0.0,385.0,813.0,1459446906.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1883.0,523.0,0.0,0.0,379.0,807.0,1459446907.896
0.0,0.0,99.499,0.501,0.0,0.0,0.0,20480.0,1387.0,345.0,0.0,0.0,393.0,835.0,1459446908.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2315.0,573.0,0.0,0.0,390.0,829.0,1459446909.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1819.0,459.0,0.0,0.0,408.0,894.0,1459446910.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1451.0,755.0,0.0,0.0,413.0,852.0,1459446911.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2443.0,573.0,0.0,0.0,410.0,859.0,1459446912.896
0.0,0.0,99.375,0.625,0.0,0.0,0.0,28672.0,1883.0,459.0,0.0,0.0,379.0,829.0,1459446913.896
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,1259.0,345.0,0.0,0.0,399.0,846.0,1459446914.896
0.0,0.0,99.749,0.251,0.0,0.0,16384.0,0.0,2443.0,573.0,16384.0,0.0,455.0,952.0,1459446915.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1755.0,459.0,0.0,0.0,368.0,801.0,1459446916.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1323.0,345.0,0.0,0.0,377.0,832.0,1459446917.896
0.0,0.0,99.499,0.501,0.0,0.0,0.0,32768.0,2315.0,573.0,0.0,0.0,390.0,809.0,1459446918.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1819.0,459.0,0.0,0.0,375.0,813.0,1459446919.896
0.0,0.0,99.875,0.125,0.0,0.0,0.0,196608.0,1323.0,345.0,0.0,0.0,469.0,846.0,1459446920.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2315.0,573.0,0.0,0.0,393.0,852.0,1459446921.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1691.0,459.0,0.0,0.0,383.0,846.0,1459446922.896
0.0,0.125,99.625,0.250,0.0,0.0,0.0,106496.0,1259.0,345.0,0.0,0.0,410.0,863.0,1459446923.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2379.0,573.0,0.0,0.0,401.0,865.0,1459446924.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,155648.0,1819.0,459.0,0.0,0.0,465.0,857.0,1459446925.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1195.0,345.0,0.0,0.0,418.0,902.0,1459446926.896
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2379.0,573.0,0.0,0.0,400.0,848.0,1459446927.896
0.0,0.0,99.375,0.625,0.0,0.0,0.0,45056.0,1819.0,459.0,0.0,0.0,399.0,850.0,1459446928.896
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,1195.0,345.0,0.0,0.0,420.0,886.0,1459446929.896
9.850,1.372,88.653,0.0,0.0,0.125,0.0,98304.0,2469.0,651.0,0.0,0.0,1910.0,1742.0,1459446930.895
20.301,1.128,78.571,0.0,0.0,0.0,0.0,0.0,1883.0,459.0,0.0,0.0,1524.0,1243.0,1459446931.896
24.812,1.253,73.935,0.0,0.0,0.0,0.0,0.0,1648.0,937.0,0.0,0.0,1802.0,1320.0,1459446932.896
5.757,0.751,92.866,0.626,0.0,0.0,0.0,147456.0,2443.0,573.0,0.0,0.0,830.0,1328.0,1459446933.896
0.125,0.125,99.750,0.0,0.0,0.0,0.0,4096.0,1883.0,459.0,0.0,0.0,426.0,874.0,1459446934.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,208896.0,1387.0,409.0,0.0,0.0,513.0,913.0,1459446935.896
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,2443.0,573.0,0.0,0.0,445.0,902.0,1459446936.896
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,1755.0,459.0,0.0,0.0,413.0,845.0,1459446937.896
0.0,0.0,99.499,0.501,0.0,0.0,0.0,65536.0,1259.0,345.0,0.0,0.0,441.0,891.0,1459446938.896
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2379.0,573.0,0.0,0.0,437.0,879.0,1459446939.896
