"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown00",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/4_133120000_400000000_0.05_48.csv",,,,"Date:","27 Mar 2016 21:31:13 CEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
21.303,1.430,74.977,2.148,0.000,0.142,1650097.521,5286259.268,0.0,0.0,1815.938,1762.079,1945.175,2225.859,1459107073.530
1.0,0.375,85.625,13.0,0.0,0.0,4096.0,73342976.0,5910.0,7760.0,0.0,0.0,787.0,1027.0,1459107074.531
0.0,0.251,87.578,12.171,0.0,0.0,0.0,76546048.0,4938.0,5896.0,0.0,0.0,686.0,944.0,1459107075.531
0.125,0.125,87.469,12.281,0.0,0.0,4096.0,79110144.0,2767.0,687.0,0.0,0.0,710.0,924.0,1459107076.531
0.0,0.125,87.594,12.281,0.0,0.0,4096.0,60510208.0,1087.0,345.0,0.0,0.0,601.0,890.0,1459107077.531
0.0,0.0,97.619,2.381,0.0,0.0,0.0,28844032.0,1023.0,345.0,0.0,0.0,708.0,1038.0,1459107078.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2703.0,687.0,0.0,0.0,434.0,863.0,1459107079.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,436.0,891.0,1459107080.530
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,458.0,893.0,1459107081.531
0.0,0.0,98.498,1.502,0.0,0.0,0.0,77824.0,2703.0,687.0,0.0,0.0,438.0,882.0,1459107082.531
0.0,0.0,98.874,1.126,0.0,0.0,0.0,4096.0,1087.0,345.0,0.0,0.0,428.0,873.0,1459107083.531
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,474.0,934.0,1459107084.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2767.0,687.0,0.0,0.0,433.0,872.0,1459107085.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1023.0,691.0,0.0,0.0,419.0,858.0,1459107086.531
0.0,0.0,99.750,0.250,0.0,0.0,0.0,24576.0,1023.0,345.0,0.0,0.0,466.0,921.0,1459107087.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2767.0,687.0,0.0,0.0,448.0,899.0,1459107088.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1087.0,345.0,0.0,0.0,429.0,884.0,1459107089.531
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1023.0,345.0,0.0,0.0,457.0,911.0,1459107090.531
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,2767.0,751.0,0.0,0.0,441.0,868.0,1459107091.531
0.0,0.0,99.625,0.375,0.0,0.0,0.0,16384.0,1023.0,409.0,0.0,0.0,446.0,901.0,1459107092.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1087.0,409.0,0.0,0.0,457.0,903.0,1459107093.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2703.0,687.0,0.0,0.0,436.0,888.0,1459107094.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1087.0,345.0,0.0,0.0,426.0,873.0,1459107095.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1151.0,755.0,0.0,0.0,458.0,923.0,1459107096.531
0.0,0.0,99.625,0.375,0.0,0.0,0.0,24576.0,2767.0,687.0,0.0,0.0,433.0,861.0,1459107097.531
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1151.0,345.0,0.0,0.0,435.0,887.0,1459107098.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1087.0,345.0,0.0,0.0,444.0,887.0,1459107099.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2861.0,781.0,0.0,0.0,460.0,926.0,1459107100.531
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,1087.0,345.0,0.0,0.0,441.0,885.0,1459107101.531
0.125,0.0,99.373,0.501,0.0,0.0,0.0,24576.0,1023.0,345.0,0.0,0.0,514.0,1007.0,1459107102.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,2797.0,781.0,0.0,0.0,459.0,903.0,1459107103.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1087.0,345.0,0.0,0.0,477.0,943.0,1459107104.531
7.125,1.0,89.625,2.250,0.0,0.0,1081344.0,0.0,1087.0,691.0,0.0,0.0,1556.0,1766.0,1459107105.531
16.896,1.252,80.851,1.001,0.0,0.0,245760.0,0.0,2703.0,687.0,0.0,0.0,1267.0,1329.0,1459107106.531
27.625,1.125,70.250,1.0,0.0,0.0,94208.0,196608.0,1412.0,591.0,0.0,0.0,2050.0,1513.0,1459107107.531
22.236,0.754,73.367,3.643,0.0,0.0,3567616.0,499712.0,1087.0,345.0,176128.0,0.0,2668.0,3838.0,1459107108.531
50.190,0.507,33.460,15.843,0.0,0.0,44294144.0,4096.0,2633.0,643.0,8192.0,0.0,4043.0,5171.0,1459107109.531
11.890,0.751,83.730,3.504,0.0,0.125,425984.0,73728.0,3486.0,2484.0,0.0,0.0,1947.0,2571.0,1459107110.531
11.905,0.501,86.216,1.253,0.0,0.125,163840.0,12288.0,11594.0,465130.0,53248.0,0.0,1771.0,2242.0,1459107111.531
0.125,0.0,99.123,0.752,0.0,0.0,28672.0,131072.0,8496.0,14505.0,28672.0,0.0,656.0,1128.0,1459107112.531
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1253.0,345.0,0.0,0.0,478.0,956.0,1459107113.531
