"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown02",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/1_1048576_300000000_0.5.csv",,,,"Date:","09 Feb 2016 21:57:05 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
16.050,1.257,82.467,0.078,0.000,0.149,79375.014,651796.242,0.0,0.0,23.683,49.822,610.355,649.894,1455051425.899
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,6339.0,4705.0,0.0,0.0,188.0,361.0,1455051426.900
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,308.0,1455051427.900
0.125,0.125,99.501,0.249,0.0,0.0,0.0,229376.0,1035.0,1491.0,0.0,0.0,168.0,328.0,1455051428.900
0.0,0.125,99.875,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,170.0,321.0,1455051429.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,971.0,1491.0,0.0,0.0,160.0,312.0,1455051430.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,295.0,1455051431.900
0.125,0.125,99.751,0.0,0.0,0.0,0.0,0.0,986.0,934.0,0.0,0.0,177.0,344.0,1455051432.900
0.125,0.125,99.625,0.125,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,163.0,314.0,1455051433.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,4096.0,971.0,1491.0,0.0,0.0,163.0,319.0,1455051434.900
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,309.0,1455051435.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1063.0,1619.0,0.0,0.0,163.0,317.0,1455051436.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,293.0,1455051437.900
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,922.0,934.0,0.0,0.0,160.0,315.0,1455051438.900
0.125,0.125,99.501,0.249,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,163.0,321.0,1455051439.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,843.0,1491.0,0.0,0.0,159.0,313.0,1455051440.900
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,306.0,1455051441.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,779.0,1491.0,0.0,0.0,158.0,311.0,1455051442.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,304.0,1455051443.900
0.0,0.125,99.625,0.250,0.0,0.0,0.0,36864.0,666.0,934.0,0.0,0.0,184.0,340.0,1455051444.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,303.0,1455051445.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,999.0,1619.0,0.0,0.0,151.0,299.0,1455051446.900
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,317.0,1455051447.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,779.0,1491.0,0.0,0.0,158.0,315.0,1455051448.900
0.125,0.125,99.376,0.375,0.0,0.0,0.0,364544.0,0.0,0.0,0.0,0.0,206.0,318.0,1455051449.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,730.0,934.0,0.0,0.0,155.0,316.0,1455051450.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,313.0,1455051451.900
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,843.0,1491.0,0.0,0.0,187.0,348.0,1455051452.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,312.0,1455051453.900
0.0,0.0,99.625,0.375,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,167.0,322.0,1455051454.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,1254.0,2022.0,0.0,0.0,152.0,300.0,1455051455.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,333.0,467.0,0.0,0.0,157.0,323.0,1455051456.900
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,300.0,1455051457.900
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,296.0,1455051458.900
0.125,0.0,99.501,0.375,0.0,0.0,0.0,73728.0,900.0,1574.0,0.0,0.0,194.0,355.0,1455051459.900
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,436.0,1455051460.900
