"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown02",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/2_2097152_200000000_0.5.csv",,,,"Date:","13 Feb 2016 22:39:59 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
19.350,1.488,78.916,0.080,0.000,0.165,79554.677,695180.162,0.0,0.0,21.926,48.477,701.753,727.374,1455399599.631
0.375,0.0,99.625,0.0,0.0,0.0,0.0,0.0,5973.0,4259.0,0.0,0.0,193.0,453.0,1455399600.632
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,295.0,1455399601.632
0.499,0.0,99.501,0.0,0.0,0.0,0.0,0.0,339.0,1239.0,0.0,0.0,185.0,342.0,1455399602.632
0.501,0.125,99.248,0.125,0.0,0.0,0.0,131072.0,177.0,340.0,0.0,0.0,209.0,374.0,1455399603.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,327.0,1455399604.632
0.249,0.125,99.626,0.0,0.0,0.0,0.0,0.0,339.0,1585.0,0.0,0.0,187.0,355.0,1455399605.632
0.249,0.125,99.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,317.0,1455399606.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,557.0,1317.0,0.0,0.0,155.0,305.0,1455399607.632
0.249,0.125,99.377,0.249,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,185.0,351.0,1455399608.632
0.751,0.0,99.249,0.0,0.0,0.0,0.0,0.0,226.0,680.0,0.0,0.0,197.0,344.0,1455399609.632
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,290.0,899.0,0.0,0.0,197.0,331.0,1455399610.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,317.0,1455399611.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,448.0,838.0,0.0,0.0,175.0,340.0,1455399612.632
0.374,0.249,99.004,0.374,0.0,0.0,0.0,520192.0,0.0,0.0,0.0,0.0,288.0,373.0,1455399613.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,749.0,1317.0,0.0,0.0,152.0,300.0,1455399614.632
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,337.0,1455399615.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,595.0,1239.0,0.0,0.0,167.0,323.0,1455399616.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,317.0,1455399617.632
0.375,0.0,99.374,0.250,0.0,0.0,0.0,45056.0,802.0,680.0,0.0,0.0,207.0,360.0,1455399618.632
0.249,0.125,99.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,312.0,1455399619.632
3.129,0.250,96.621,0.0,0.0,0.0,0.0,0.0,979.0,1239.0,0.0,0.0,360.0,472.0,1455399620.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,321.0,1455399621.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,979.0,1585.0,0.0,0.0,154.0,299.0,1455399622.632
0.249,0.0,99.501,0.249,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,173.0,331.0,1455399623.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,610.0,680.0,0.0,0.0,176.0,342.0,1455399624.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,317.0,1455399625.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,339.0,1239.0,0.0,0.0,156.0,305.0,1455399626.632
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,326.0,1455399627.632
0.125,0.125,99.375,0.375,0.0,0.0,0.0,53248.0,339.0,1239.0,0.0,0.0,181.0,345.0,1455399628.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,315.0,1455399629.632
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,290.0,680.0,0.0,0.0,168.0,329.0,1455399630.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,305.0,1455399631.632
0.249,0.125,99.626,0.0,0.0,0.0,0.0,0.0,467.0,1239.0,0.0,0.0,165.0,322.0,1455399632.632
0.125,0.0,99.625,0.250,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,0.0,196.0,359.0,1455399633.632
0.750,0.125,99.125,0.0,0.0,0.0,0.0,0.0,853.0,1395.0,0.0,0.0,906.0,611.0,1455399634.632
0.375,0.125,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,807.0,1455399635.632
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,2328285.0,3703369.0,0.0,0.0,181.0,344.0,1455399636.632
