"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown02",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/2_133120000_500000000_0.5_48.csv",,,,"Date:","24 Mar 2016 22:29:32 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
25.856,2.316,71.257,0.157,0.000,0.414,267123.917,2488628.964,0.0,0.0,51.232,81.777,987.910,987.485,1458854972.270
0.125,0.0,99.501,0.375,0.0,0.0,0.0,0.0,6171.0,5241.0,0.0,0.0,148.0,369.0,1458854973.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,312.0,1458854974.271
0.0,0.0,99.625,0.375,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,0.0,155.0,313.0,1458854975.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,843.0,1929.0,0.0,0.0,151.0,307.0,1458854976.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,308.0,1458854977.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,600.0,1242.0,0.0,0.0,147.0,305.0,1458854978.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,281.0,1458854979.271
0.0,0.0,99.624,0.376,0.0,0.0,0.0,233472.0,486.0,682.0,0.0,0.0,241.0,340.0,1458854980.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,143.0,288.0,1458854981.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,664.0,1242.0,0.0,0.0,139.0,293.0,1458854982.271
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,305.0,1458854983.271
