"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown02",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/4_1048576_400000000.csv",,,,"Date:","07 Feb 2016 05:02:45 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
13.326,1.049,85.428,0.074,0.000,0.123,74803.123,562770.143,0.0,0.0,22.168,50.421,525.419,576.992,1454817765.304
0.876,1.126,97.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,1795.0,1454817766.305
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,329.0,1454817767.305
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,5557078.0,1174126.0,0.0,0.0,167.0,328.0,1454817768.305
0.375,0.125,99.001,0.499,0.0,0.0,0.0,1617920.0,0.0,0.0,0.0,0.0,1033.0,451.0,1454817769.305
0.0,0.125,95.113,4.762,0.0,0.0,0.0,8323072.0,48380.0,2219635.0,0.0,0.0,1334.0,370.0,1454817770.305
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,306.0,1454817771.305
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,56538.0,2219705.0,0.0,0.0,857.0,462.0,1454817772.305
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,309.0,1454817773.305
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,546.0,678.0,0.0,0.0,160.0,318.0,1454817774.305
0.125,0.250,99.625,0.0,0.0,0.0,0.0,3198976.0,0.0,0.0,0.0,0.0,853.0,457.0,1454817775.305
0.125,0.0,99.500,0.375,0.0,0.0,0.0,81920.0,55592.0,2219565.0,0.0,0.0,178.0,336.0,1454817776.305
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,325.0,1454817777.305
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,6656131.0,93779.0,0.0,0.0,2177.0,2560.0,1454817778.305
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,312.0,1454817779.305
0.125,0.0,99.875,0.0,0.0,0.0,0.0,4243456.0,0.0,0.0,0.0,0.0,191.0,341.0,1454817780.305
0.125,0.250,99.625,0.0,0.0,0.0,0.0,94208.0,47387.0,2219904.0,0.0,0.0,758.0,454.0,1454817781.305
