"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown03",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/2_99840000_300000000_0.05_6.csv",,,,"Date:","23 Mar 2016 21:19:20 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
20.973,1.289,76.612,1.039,0.000,0.087,1567673.239,4363105.221,0.0,0.0,694.856,683.131,1480.794,1535.113,1458764360.959
0.125,0.0,99.875,0.0,0.0,0.0,0.0,303104.0,0.0,0.0,0.0,0.0,254.0,315.0,1458764361.960
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,344.0,1588.0,0.0,0.0,143.0,288.0,1458764362.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,120.0,253.0,1458764363.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,129.0,262.0,1458764364.959
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,262.0,1458764365.959
0.0,0.0,99.625,0.375,0.0,0.0,0.0,61440.0,422.0,682.0,0.0,0.0,153.0,290.0,1458764366.959
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,421.0,901.0,0.0,0.0,134.0,268.0,1458764367.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,307.0,341.0,0.0,0.0,128.0,258.0,1458764368.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,266.0,1458764369.959
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,408.0,1242.0,0.0,0.0,164.0,305.0,1458764370.960
0.250,0.0,99.500,0.250,0.0,0.0,4096.0,94208.0,0.0,0.0,0.0,0.0,200.0,292.0,1458764371.959
0.250,0.125,99.376,0.250,0.0,0.0,0.0,40960.0,230.0,682.0,0.0,0.0,156.0,299.0,1458764372.959
0.0,0.125,96.996,2.879,0.0,0.0,3338240.0,0.0,0.0,0.0,131072.0,0.0,313.0,534.0,1458764373.960
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,629.0,1408.0,0.0,0.0,135.0,281.0,1458764374.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,250.0,1458764375.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,472.0,1242.0,0.0,0.0,131.0,270.0,1458764376.959
0.0,0.0,99.875,0.125,0.0,0.0,69632.0,0.0,0.0,0.0,0.0,0.0,147.0,274.0,1458764377.959
0.0,0.0,99.625,0.375,0.0,0.0,0.0,24576.0,644.0,776.0,0.0,0.0,147.0,294.0,1458764378.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,279.0,1458764379.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,792.0,1588.0,0.0,0.0,116.0,247.0,1458764380.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,254.0,1458764381.959
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,472.0,1242.0,0.0,0.0,143.0,296.0,1458764382.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,122.0,255.0,1458764383.959
0.0,0.0,99.750,0.250,0.0,0.0,0.0,20480.0,115.0,405.0,0.0,0.0,132.0,273.0,1458764384.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,258.0,1458764385.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,472.0,1370.0,0.0,0.0,131.0,271.0,1458764386.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,254.0,1458764387.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,408.0,1242.0,0.0,0.0,130.0,270.0,1458764388.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,251.0,1458764389.959
0.0,0.0,99.875,0.125,0.0,0.0,0.0,12288.0,870.0,682.0,0.0,0.0,142.0,288.0,1458764390.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,549.0,1311.0,0.0,0.0,152.0,287.0,1458764391.959
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,123.0,255.0,1458764392.960
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,254.0,1458764393.960
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1504.0,2358.0,0.0,0.0,183.0,341.0,1458764394.960
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,470.0,1458764395.960
2.750,0.875,94.500,1.750,0.0,0.125,126976.0,1081344.0,464615.0,30622.0,32768.0,0.0,1404.0,1917.0,1458764396.960
17.146,0.876,81.602,0.375,0.0,0.0,385024.0,0.0,293.0,1009.0,0.0,0.0,1458.0,961.0,1458764397.960
29.198,1.378,68.672,0.752,0.0,0.0,548864.0,0.0,0.0,0.0,0.0,0.0,2085.0,925.0,1458764398.960
15.960,0.748,83.042,0.249,0.0,0.0,290816.0,0.0,1616.0,2582.0,0.0,0.0,839.0,777.0,1458764399.960
15.849,0.755,82.642,0.755,0.0,0.0,1294336.0,0.0,0.0,0.0,0.0,0.0,1223.0,1115.0,1458764400.960
15.250,0.375,80.875,3.500,0.0,0.0,3039232.0,335872.0,5878.0,292802.0,0.0,0.0,1376.0,1251.0,1458764401.960
22.111,1.382,75.251,1.256,0.0,0.0,1097728.0,0.0,0.0,0.0,0.0,0.0,2690.0,2964.0,1458764402.960
10.513,0.375,88.986,0.125,0.0,0.0,364544.0,0.0,4591.0,7110.0,0.0,0.0,2208.0,2048.0,1458764403.960
13.208,2.642,83.774,0.252,0.0,0.126,540672.0,0.0,13483.0,12579.0,0.0,0.0,3111.0,4518.0,1458764404.960
89.125,7.500,3.250,0.0,0.0,0.125,0.0,0.0,19879.0,70108.0,0.0,0.0,4611.0,3430.0,1458764405.961
96.604,2.642,0.755,0.0,0.0,0.0,0.0,2236416.0,1601.0,3189.0,0.0,0.0,3437.0,1920.0,1458764406.960
95.369,4.631,0.0,0.0,0.0,0.0,0.0,0.0,3761.0,3401.0,0.0,0.0,3182.0,2285.0,1458764407.960
94.228,4.266,1.506,0.0,0.0,0.0,12288.0,0.0,1038.0,1679.0,0.0,0.0,3215.0,2499.0,1458764408.960
95.875,4.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,3181.0,2671.0,1458764409.960
97.125,2.750,0.0,0.0,0.0,0.125,0.0,0.0,22862.0,20759.0,0.0,0.0,3142.0,6672.0,1458764410.960
96.236,3.262,0.502,0.0,0.0,0.0,0.0,249856.0,1166.0,1679.0,0.0,0.0,2649.0,2182.0,1458764411.960
88.471,9.524,2.005,0.0,0.0,0.0,0.0,0.0,39622.0,11937.0,0.0,0.0,3240.0,3570.0,1458764412.960
95.369,4.380,0.0,0.0,0.0,0.250,0.0,0.0,9411.0,2425.0,0.0,0.0,3053.0,11404.0,1458764413.960
88.847,6.892,3.008,0.0,0.0,1.253,0.0,0.0,0.0,0.0,0.0,0.0,5833.0,18385.0,1458764414.960
95.750,3.625,0.125,0.0,0.0,0.500,0.0,0.0,2644.0,4060.0,0.0,0.0,3280.0,4688.0,1458764415.960
89.862,0.501,9.637,0.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,0.0,2281.0,923.0,1458764416.960
87.218,9.649,3.133,0.0,0.0,0.0,0.0,0.0,9772.0,6333.0,0.0,0.0,2408.0,1403.0,1458764417.960
76.846,18.523,4.380,0.0,0.0,0.250,20480.0,0.0,0.0,0.0,0.0,0.0,2712.0,2716.0,1458764418.960
87.218,5.764,7.018,0.0,0.0,0.0,0.0,0.0,2038982.0,19877.0,0.0,0.0,3262.0,3255.0,1458764419.960
83.187,13.300,3.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555.0,2228.0,1458764420.960
81.430,15.056,3.513,0.0,0.0,0.0,0.0,1359872.0,18485.0,7466.0,0.0,0.0,2913.0,4647.0,1458764421.960
74.468,15.019,9.887,0.375,0.0,0.250,4096.0,74076160.0,0.0,0.0,0.0,0.0,2655.0,1692.0,1458764422.960
67.337,17.211,14.447,1.005,0.0,0.0,364544.0,0.0,19877.0,11312.0,0.0,0.0,2770.0,2893.0,1458764423.960
13.033,6.516,78.446,2.005,0.0,0.0,1376256.0,0.0,0.0,0.0,0.0,0.0,2559.0,4266.0,1458764424.960
26.283,4.130,67.584,1.877,0.0,0.125,499712.0,0.0,18604.0,18947.0,32768.0,0.0,2913.0,2912.0,1458764425.960
93.985,5.514,0.376,0.0,0.0,0.125,4096.0,503808.0,29695.0,27175.0,0.0,0.0,4145.0,3914.0,1458764426.960
95.755,3.745,0.125,0.125,0.0,0.250,77824.0,63963136.0,19830.0,31770.0,0.0,0.0,3859.0,2611.0,1458764427.960
93.617,5.757,0.250,0.0,0.0,0.375,376832.0,94351360.0,5801.0,14340.0,0.0,0.0,3500.0,2233.0,1458764428.960
94.243,5.006,0.250,0.0,0.0,0.501,4096.0,105357312.0,0.0,0.0,0.0,0.0,3594.0,2570.0,1458764429.960
95.620,3.880,0.125,0.0,0.0,0.375,4096.0,100110336.0,7375.0,10485.0,0.0,0.0,3281.0,2410.0,1458764430.960
96.125,3.500,0.0,0.0,0.0,0.375,4096.0,106549248.0,0.0,0.0,0.0,0.0,3257.0,6359.0,1458764431.960
94.375,4.625,0.250,0.375,0.0,0.375,0.0,99061760.0,34045.0,32878.0,0.0,0.0,3181.0,2295.0,1458764432.960
84.528,12.075,2.642,0.126,0.0,0.629,4096.0,100114432.0,34213.0,11693.0,0.0,0.0,3893.0,4993.0,1458764433.960
96.621,2.378,0.501,0.0,0.0,0.501,0.0,64462848.0,9765.0,4603.0,0.0,0.0,3802.0,7589.0,1458764434.960
84.818,8.281,5.521,0.0,0.0,1.380,0.0,0.0,0.0,0.0,0.0,0.0,8992.0,16361.0,1458764435.960
94.632,4.370,0.250,0.0,0.0,0.749,0.0,114688.0,0.0,0.0,0.0,0.0,5564.0,5033.0,1458764436.960
88.110,2.628,8.636,0.0,0.0,0.626,0.0,0.0,450066.0,49468337.0,0.0,0.0,4796.0,1150.0,1458764437.960
85.750,7.125,5.0,0.0,0.0,2.125,0.0,0.0,731961.0,58757488.0,0.0,0.0,10165.0,2352.0,1458764438.960
73.908,17.853,6.742,0.0,0.0,1.498,0.0,0.0,804164.0,57435633.0,0.0,0.0,10738.0,2226.0,1458764439.960
88.206,7.403,4.141,0.0,0.0,0.251,0.0,0.0,3048954.0,17859.0,0.0,0.0,3511.0,3845.0,1458764440.960
76.345,13.642,8.761,0.0,0.0,1.252,0.0,110592.0,365518.0,32238612.0,0.0,0.0,7014.0,1928.0,1458764441.960
81.704,15.414,1.504,0.125,0.0,1.253,4096.0,0.0,0.0,0.0,0.0,0.0,8793.0,5296.0,1458764442.960
69.134,16.311,14.053,0.0,0.0,0.502,0.0,0.0,659082.0,63905331.0,0.0,0.0,4203.0,2533.0,1458764443.960
61.481,15.182,21.832,0.0,0.0,1.506,32768.0,34820096.0,0.0,0.0,32768.0,0.0,5335.0,2057.0,1458764444.960
45.420,11.794,42.409,0.125,0.0,0.251,32768.0,0.0,0.0,0.0,32768.0,0.0,4474.0,5840.0,1458764445.960
27.848,3.671,65.443,1.519,0.0,1.519,4096.0,53063680.0,826049.0,106148757.0,0.0,0.0,11191.0,3055.0,1458764446.960
85.876,7.945,3.153,0.0,0.0,3.026,4096.0,90189824.0,875629.0,100420921.0,0.0,0.0,15655.0,4773.0,1458764447.960
95.625,3.750,0.125,0.0,0.0,0.500,0.0,48627712.0,206828.0,25732684.0,0.0,0.0,4893.0,2912.0,1458764448.960
95.494,3.880,0.0,0.0,0.0,0.626,0.0,0.0,24352.0,735585.0,0.0,0.0,4411.0,2621.0,1458764449.960
92.741,5.882,0.626,0.0,0.0,0.751,4096.0,17502208.0,298020.0,17643202.0,0.0,0.0,5727.0,2688.0,1458764450.960
95.739,4.010,0.251,0.0,0.0,0.0,0.0,348160.0,0.0,0.0,0.0,0.0,3047.0,3911.0,1458764451.960
95.375,4.375,0.0,0.0,0.0,0.250,0.0,0.0,21304.0,31646.0,0.0,0.0,3764.0,5976.0,1458764452.960
96.370,3.254,0.250,0.0,0.0,0.125,0.0,823296.0,10696.0,10333.0,0.0,0.0,3063.0,2694.0,1458764453.960
89.169,8.564,2.015,0.126,0.0,0.126,7221248.0,0.0,32007.0,14084.0,0.0,0.0,3336.0,3126.0,1458764454.960
94.382,4.869,0.375,0.0,0.0,0.375,23601152.0,0.0,32076.0,389861.0,0.0,0.0,4208.0,6433.0,1458764455.960
86.984,9.262,1.752,0.0,0.0,2.003,41725952.0,180224.0,86093.0,9533471.0,0.0,0.0,8384.0,15860.0,1458764456.960
92.365,6.008,0.125,0.0,0.0,1.502,4096.0,0.0,0.0,0.0,0.0,0.0,6041.0,7433.0,1458764457.960
88.486,1.377,9.387,0.0,0.0,0.751,4096.0,569344.0,1316861.0,38058780.0,0.0,0.0,4262.0,1662.0,1458764458.960
89.210,5.646,3.890,0.0,0.0,1.255,4096.0,0.0,0.0,0.0,0.0,0.0,6147.0,1922.0,1458764459.960
80.851,17.021,1.877,0.0,0.0,0.250,0.0,0.0,444565.0,57117353.0,0.0,0.0,2900.0,3125.0,1458764460.960
