"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown03",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/4_134217728_1500000000_0.35_6_200.csv",,,,"Date:","31 Mar 2016 19:26:32 CEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
21.404,1.466,75.364,1.642,0.000,0.123,1945126.323,6426191.283,0.0,0.0,1650.316,1554.917,1818.648,1846.479,1459445192.212
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4151.0,2717.0,0.0,0.0,154.0,323.0,1459445193.213
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,246.0,1459445194.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,358.0,682.0,0.0,0.0,129.0,275.0,1459445195.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,268.0,1459445196.213
0.0,0.0,99.625,0.375,0.0,0.0,0.0,61440.0,536.0,1588.0,0.0,0.0,129.0,268.0,1459445197.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,249.0,1459445198.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,690.0,1242.0,0.0,0.0,133.0,278.0,1459445199.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,273.0,1459445200.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,602.0,772.0,0.0,0.0,122.0,259.0,1459445201.213
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,274.0,1459445202.213
0.0,0.0,99.750,0.250,0.0,0.0,0.0,12288.0,472.0,1242.0,0.0,0.0,134.0,290.0,1459445203.213
