"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/2_268435456_900000000_0.35_24_100_teratest_e7b1d0d8-b9be-4b7e-9eac-3773b9c2512e.csv",,,,"Date:","04 May 2016 02:49:17 CEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
15.976,1.156,80.714,2.053,0.000,0.101,1842092.386,5653873.700,0.0,0.0,1943.649,1790.096,1524.125,1577.796,1462322957.218
0.0,0.0,96.500,3.500,0.0,0.0,0.0,8192.0,1654.0,1502.0,0.0,0.0,119.0,257.0,1462322958.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,228.0,900.0,0.0,0.0,140.0,277.0,1462322959.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,114.0,340.0,0.0,0.0,131.0,278.0,1462322960.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,178.0,340.0,0.0,0.0,120.0,249.0,1462322961.219
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,704.0,964.0,0.0,0.0,133.0,273.0,1462322962.219
0.125,0.0,99.500,0.375,0.0,0.0,0.0,24576.0,306.0,340.0,0.0,0.0,129.0,266.0,1462322963.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,434.0,340.0,0.0,0.0,132.0,268.0,1462322964.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,676.0,900.0,0.0,0.0,132.0,272.0,1462322965.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,306.0,340.0,0.0,0.0,122.0,258.0,1462322966.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,306.0,340.0,0.0,0.0,119.0,255.0,1462322967.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,292.0,900.0,0.0,0.0,138.0,289.0,1462322968.219
0.0,0.0,99.625,0.375,0.0,0.0,0.0,12288.0,178.0,340.0,0.0,0.0,131.0,272.0,1462322969.219
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,114.0,340.0,0.0,0.0,128.0,255.0,1462322970.219
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,277.0,1462322971.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,342.0,1240.0,0.0,0.0,125.0,270.0,1462322972.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,114.0,686.0,0.0,0.0,117.0,251.0,1462322973.219
0.375,0.0,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,289.0,1462322974.219
0.0,0.0,99.500,0.500,0.0,0.0,0.0,24576.0,342.0,1240.0,0.0,0.0,130.0,269.0,1462322975.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,281.0,1462322976.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,726.0,1240.0,0.0,0.0,138.0,274.0,1462322977.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,32768.0,434.0,340.0,0.0,0.0,138.0,262.0,1462322978.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,306.0,340.0,0.0,0.0,122.0,258.0,1462322979.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,292.0,900.0,0.0,0.0,135.0,290.0,1462322980.219
0.125,0.0,99.375,0.500,0.0,0.0,0.0,20480.0,114.0,340.0,0.0,0.0,140.0,283.0,1462322981.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,178.0,340.0,0.0,0.0,114.0,249.0,1462322982.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,180224.0,228.0,900.0,0.0,0.0,187.0,264.0,1462322983.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,284.0,1462322984.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,420.0,680.0,0.0,0.0,121.0,260.0,1462322985.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,292.0,900.0,0.0,0.0,127.0,269.0,1462322986.219
0.0,0.0,99.875,0.125,0.0,0.0,0.0,12288.0,114.0,340.0,0.0,0.0,122.0,258.0,1462322987.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,16384.0,434.0,340.0,0.0,0.0,142.0,285.0,1462322988.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,420.0,900.0,0.0,0.0,134.0,276.0,1462322989.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,370.0,340.0,0.0,0.0,127.0,258.0,1462322990.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,434.0,340.0,0.0,0.0,119.0,257.0,1462322991.219
0.125,0.125,98.628,1.122,0.0,0.0,8069120.0,0.0,716.0,1402.0,0.0,0.0,851.0,493.0,1462322992.219
0.125,0.125,99.625,0.125,0.0,0.0,0.0,421888.0,17063.0,3069178.0,0.0,0.0,282.0,369.0,1462322993.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,369642.0,82930.0,0.0,0.0,257.0,371.0,1462322994.219
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,938.0,2115.0,0.0,0.0,153.0,294.0,1462322995.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,1266.0,1228.0,0.0,0.0,132.0,264.0,1462322996.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,254.0,544.0,0.0,0.0,114.0,245.0,1462322997.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,579.0,1112.0,0.0,0.0,196.0,305.0,1462322998.219
0.125,0.0,99.376,0.499,0.0,0.0,0.0,86016.0,2768.0,290055.0,0.0,0.0,129.0,270.0,1462322999.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,318.0,480.0,0.0,0.0,134.0,282.0,1462323000.219
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,292.0,900.0,0.0,0.0,123.0,264.0,1462323001.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,242.0,340.0,0.0,0.0,114.0,248.0,1462323002.219
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,306.0,340.0,0.0,0.0,113.0,249.0,1462323003.219
3.008,1.003,88.471,7.519,0.0,0.0,1146880.0,0.0,370.0,830.0,892928.0,0.0,1617.0,2139.0,1462323004.219
9.596,1.894,79.293,9.217,0.0,0.0,1028096.0,135168.0,31915.0,10940.0,974848.0,0.0,3140.0,4316.0,1462323005.219
89.837,6.901,2.760,0.502,0.0,0.0,172032.0,0.0,96579.0,4146.0,163840.0,0.0,3881.0,4607.0,1462323006.219
95.625,4.375,0.0,0.0,0.0,0.0,0.0,0.0,440.0,1198.0,0.0,0.0,2281.0,2558.0,1462323007.219
95.750,4.250,0.0,0.0,0.0,0.0,0.0,958464.0,362.0,778.0,0.0,0.0,2609.0,1960.0,1462323008.219
94.007,5.743,0.0,0.0,0.0,0.250,0.0,376832.0,3290.0,2606.0,0.0,0.0,2875.0,2040.0,1462323009.219
94.757,4.869,0.250,0.125,0.0,0.0,57344.0,450560.0,3064.0,4452.0,0.0,0.0,3133.0,2628.0,1462323010.219
96.989,3.011,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,2721.0,3022.0,1462323011.219
98.500,1.500,0.0,0.0,0.0,0.0,0.0,0.0,6204.0,8466.0,0.0,0.0,2931.0,5455.0,1462323012.219
95.500,4.0,0.500,0.0,0.0,0.0,24576.0,0.0,178.0,1128.0,0.0,0.0,2680.0,2565.0,1462323013.219
84.442,15.056,0.251,0.125,0.0,0.125,16113664.0,0.0,15437.0,6696.0,0.0,0.0,3436.0,3715.0,1462323014.219
97.121,2.753,0.0,0.0,0.0,0.125,14155776.0,192512.0,34361.0,7470.0,0.0,0.0,3220.0,8726.0,1462323015.219
77.567,6.210,9.632,5.577,0.0,1.014,77504512.0,0.0,0.0,0.0,4096.0,0.0,8815.0,12793.0,1462323016.219
92.115,4.255,1.752,1.126,0.0,0.751,77103104.0,0.0,2410.0,6202.0,0.0,0.0,4749.0,3599.0,1462323017.219
96.750,2.875,0.125,0.0,0.0,0.250,73129984.0,221184.0,178.0,638.0,0.0,0.0,4589.0,2738.0,1462323018.219
91.500,8.375,0.0,0.0,0.0,0.125,16121856.0,1429504.0,0.0,0.0,0.0,0.0,2966.0,2273.0,1462323019.219
84.230,15.394,0.250,0.0,0.0,0.125,0.0,126976.0,1758.0,8102.0,0.0,0.0,2360.0,1739.0,1462323020.219
86.0,13.625,0.0,0.0,0.0,0.375,901120.0,0.0,114.0,638.0,0.0,0.0,4079.0,15359.0,1462323021.219
89.250,10.375,0.0,0.0,0.0,0.375,62697472.0,0.0,0.0,0.0,0.0,0.0,5592.0,10887.0,1462323022.219
95.238,3.759,0.627,0.0,0.0,0.376,72994816.0,0.0,1446.0,5116.0,0.0,0.0,4638.0,3935.0,1462323023.219
91.500,8.125,0.0,0.0,0.0,0.375,55119872.0,0.0,950.0,3777.0,0.0,0.0,3724.0,3510.0,1462323024.219
84.625,15.0,0.125,0.0,0.0,0.250,12083200.0,53248.0,0.0,0.0,0.0,0.0,3098.0,2668.0,1462323025.219
86.767,12.484,0.0,0.0,0.0,0.749,13946880.0,0.0,1866.0,6096.0,0.0,0.0,5737.0,9887.0,1462323026.219
93.500,5.875,0.0,0.0,0.0,0.625,72441856.0,0.0,1206.0,3778.0,0.0,0.0,5889.0,5921.0,1462323027.219
96.245,2.628,0.751,0.0,0.0,0.375,80523264.0,0.0,484.0,1128.0,0.0,0.0,4928.0,3156.0,1462323028.219
85.500,14.250,0.0,0.0,0.0,0.250,30765056.0,0.0,242.0,1054.0,0.0,0.0,3250.0,1998.0,1462323029.219
85.643,13.858,0.125,0.0,0.0,0.375,8519680.0,61440.0,1594.0,6918.0,0.0,0.0,3816.0,11721.0,1462323030.219
