"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/2_99840000_400000000_0.35_24.csv",,,,"Date:","23 Mar 2016 22:50:05 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
20.244,1.259,77.200,1.213,0.000,0.084,1563138.163,4400233.829,0.0,0.0,592.974,571.298,1452.765,1515.147,1458769805.357
0.125,0.125,96.0,3.750,0.0,0.0,3276800.0,0.0,656.0,571.0,0.0,0.0,388.0,562.0,1458769806.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,143.0,270.0,1458769807.358
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,285.0,1458769808.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,806.0,682.0,0.0,0.0,137.0,263.0,1458769809.358
0.0,0.0,99.625,0.375,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,159.0,292.0,1458769810.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,792.0,1242.0,0.0,0.0,130.0,251.0,1458769811.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,141.0,272.0,1458769812.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,143.0,278.0,1458769813.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,261.0,1458769814.358
0.0,0.0,99.500,0.500,0.0,0.0,0.0,12288.0,550.0,682.0,0.0,0.0,142.0,269.0,1458769815.358
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,191.0,335.0,1458769816.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,127.0,253.0,1458769817.358
0.375,0.0,99.625,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,197.0,327.0,1458769818.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1051.0,1812.0,0.0,0.0,140.0,273.0,1458769819.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,135168.0,0.0,0.0,0.0,0.0,193.0,280.0,1458769820.358
0.0,0.0,99.625,0.375,0.0,0.0,0.0,16384.0,806.0,682.0,0.0,0.0,142.0,267.0,1458769821.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,494.0,901.0,0.0,0.0,162.0,295.0,1458769822.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,313.0,411.0,0.0,0.0,133.0,257.0,1458769823.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,185.0,411.0,0.0,0.0,146.0,288.0,1458769824.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,293.0,901.0,0.0,0.0,139.0,274.0,1458769825.358
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,134.0,261.0,1458769826.358
