"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/teratest/4_16640000_500000000_0.35_6.csv",,,,"Date:","29 Mar 2016 22:38:44 CEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
20.710,1.407,75.976,1.794,0.000,0.113,1858496.340,6116199.807,0.0,0.0,1308.190,1217.446,1737.215,1776.258,1459283924.077
0.0,0.0,99.375,0.625,0.0,0.0,0.0,86016.0,229.0,901.0,0.0,0.0,159.0,298.0,1459283925.078
0.250,0.0,99.750,0.0,0.0,0.0,0.0,4096.0,179.0,341.0,0.0,0.0,143.0,271.0,1459283926.078
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,146.0,282.0,1459283927.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,249.0,1459283928.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,536.0,1242.0,0.0,0.0,124.0,254.0,1459283929.078
0.0,0.0,99.625,0.375,0.0,0.0,0.0,167936.0,435.0,341.0,0.0,0.0,187.0,262.0,1459283930.078
0.0,0.0,99.251,0.749,0.0,0.0,0.0,36864.0,549.0,901.0,0.0,0.0,135.0,253.0,1459283931.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,435.0,341.0,0.0,0.0,120.0,254.0,1459283932.078
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,131.0,259.0,1459283933.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,613.0,901.0,0.0,0.0,120.0,244.0,1459283934.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,435.0,341.0,0.0,0.0,119.0,249.0,1459283935.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,40960.0,435.0,341.0,0.0,0.0,140.0,276.0,1459283936.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,421.0,901.0,0.0,0.0,116.0,246.0,1459283937.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,116.0,242.0,1459283938.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,122.0,258.0,1459283939.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,124.0,257.0,1459283940.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,57344.0,115.0,341.0,0.0,0.0,145.0,254.0,1459283941.078
0.125,0.500,88.0,11.375,0.0,0.0,11599872.0,20480.0,179.0,341.0,0.0,0.0,669.0,1085.0,1459283942.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,229.0,901.0,0.0,0.0,115.0,244.0,1459283943.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,122.0,256.0,1459283944.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,273.0,1459283945.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,536.0,1242.0,0.0,0.0,114.0,239.0,1459283946.078
0.0,0.0,99.625,0.375,0.0,0.0,0.0,45056.0,179.0,341.0,0.0,0.0,127.0,253.0,1459283947.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,133.0,271.0,1459283948.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,133.0,249.0,1459283949.078
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,117.0,246.0,1459283950.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,121.0,256.0,1459283951.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,421.0,901.0,0.0,0.0,121.0,250.0,1459283952.078
0.0,0.0,99.625,0.375,0.0,0.0,0.0,12288.0,179.0,341.0,0.0,0.0,126.0,260.0,1459283953.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,125.0,256.0,1459283954.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,549.0,901.0,0.0,0.0,117.0,240.0,1459283955.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,124.0,256.0,1459283956.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,122.0,252.0,1459283957.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,549.0,901.0,0.0,0.0,119.0,240.0,1459283958.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,435.0,341.0,0.0,0.0,129.0,253.0,1459283959.078
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,435.0,341.0,0.0,0.0,136.0,272.0,1459283960.078
