"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","clovertown01",,,,"User:","root"
"Cmdline:","dstat --all -T --output marc_log/3_99840000_400000000_0.5.csv",,,,"Date:","27 Feb 2016 01:52:43 CET"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","epoch"
20.285,1.383,76.977,1.275,0.000,0.080,894256.158,3952961.739,0.0,0.0,731.279,716.019,1506.835,1519.463,1456534363.658
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,2051.0,1717.0,0.0,0.0,238.0,440.0,1456534364.659
0.749,0.125,99.126,0.0,0.0,0.0,0.0,0.0,179.0,687.0,0.0,0.0,245.0,420.0,1456534365.659
0.873,0.125,98.254,0.748,0.0,0.0,0.0,286720.0,115.0,341.0,0.0,0.0,219.0,398.0,1456534366.659
0.627,0.125,99.248,0.0,0.0,0.0,0.0,0.0,319.0,901.0,0.0,0.0,202.0,378.0,1456534367.659
0.499,0.250,99.251,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,214.0,409.0,1456534368.659
0.751,0.0,99.249,0.0,0.0,0.0,0.0,0.0,333.0,341.0,0.0,0.0,226.0,403.0,1456534369.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,703.0,901.0,0.0,0.0,209.0,379.0,1456534370.659
0.874,0.125,98.627,0.375,0.0,0.0,4096.0,90112.0,435.0,431.0,0.0,0.0,256.0,440.0,1456534371.659
0.501,0.250,99.249,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,220.0,405.0,1456534372.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,634880.0,357.0,901.0,0.0,0.0,406.0,381.0,1456534373.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,179.0,687.0,0.0,0.0,207.0,382.0,1456534374.659
0.750,0.125,99.125,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,213.0,391.0,1456534375.659
0.750,0.0,98.750,0.500,0.0,0.0,0.0,98304.0,421.0,901.0,0.0,0.0,222.0,408.0,1456534376.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,203.0,374.0,1456534377.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,307.0,341.0,0.0,0.0,223.0,403.0,1456534378.659
0.749,0.125,99.126,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,203.0,378.0,1456534379.659
0.626,0.125,99.249,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,214.0,398.0,1456534380.659
0.749,0.125,98.752,0.375,0.0,0.0,0.0,90112.0,115.0,341.0,0.0,0.0,223.0,404.0,1456534381.659
0.624,0.250,99.126,0.0,0.0,0.0,0.0,0.0,229.0,901.0,0.0,0.0,202.0,376.0,1456534382.659
0.624,0.125,99.251,0.0,0.0,0.0,0.0,45056.0,115.0,341.0,0.0,0.0,222.0,387.0,1456534383.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,179.0,341.0,0.0,0.0,225.0,412.0,1456534384.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,357.0,901.0,0.0,0.0,203.0,374.0,1456534385.659
0.626,0.125,99.249,0.0,0.0,0.0,0.0,110592.0,371.0,341.0,0.0,0.0,211.0,388.0,1456534386.659
0.626,0.125,99.249,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,213.0,385.0,1456534387.659
0.624,0.125,99.251,0.0,0.0,0.0,0.0,200704.0,0.0,0.0,0.0,0.0,287.0,411.0,1456534388.659
0.626,0.375,98.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,374.0,1456534389.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,779.0,1929.0,0.0,0.0,215.0,395.0,1456534390.659
0.751,0.0,98.874,0.375,0.0,0.0,0.0,311296.0,293.0,901.0,0.0,0.0,212.0,396.0,1456534391.659
0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,243.0,341.0,0.0,0.0,214.0,398.0,1456534392.659
0.625,0.625,98.625,0.125,0.0,0.0,0.0,536576.0,371.0,341.0,0.0,0.0,447.0,407.0,1456534393.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,421.0,901.0,0.0,0.0,211.0,381.0,1456534394.659
0.750,0.0,99.250,0.0,0.0,0.0,0.0,0.0,371.0,341.0,0.0,0.0,206.0,379.0,1456534395.659
0.625,0.125,98.500,0.750,0.0,0.0,0.0,278528.0,243.0,341.0,0.0,0.0,237.0,433.0,1456534396.659
0.624,0.250,99.126,0.0,0.0,0.0,0.0,0.0,229.0,901.0,0.0,0.0,201.0,373.0,1456534397.659
0.626,0.125,99.249,0.0,0.0,0.0,0.0,0.0,307.0,341.0,0.0,0.0,214.0,392.0,1456534398.659
0.625,0.125,99.250,0.0,0.0,0.0,0.0,0.0,115.0,341.0,0.0,0.0,431.0,481.0,1456534399.659
0.750,0.125,99.125,0.0,0.0,0.0,0.0,0.0,9684.0,1474766.0,0.0,0.0,343.0,451.0,1456534400.659
0.750,0.125,98.750,0.375,0.0,0.0,0.0,131072.0,62685.0,1387.0,0.0,0.0,277.0,453.0,1456534401.659
7.357,2.120,86.284,4.239,0.0,0.0,917504.0,0.0,7248.0,4391.0,73728.0,0.0,2372.0,2566.0,1456534402.659
13.767,0.876,81.101,4.255,0.0,0.0,155648.0,1122304.0,422127.0,7743.0,0.0,0.0,1083.0,692.0,1456534403.659
28.160,1.126,69.337,1.377,0.0,0.0,397312.0,0.0,290223.0,2948.0,0.0,0.0,2035.0,1072.0,1456534404.659
16.270,0.751,82.478,0.501,0.0,0.0,471040.0,0.0,504.0,625.0,0.0,0.0,919.0,890.0,1456534405.659
14.843,0.252,79.874,5.031,0.0,0.0,1454080.0,573440.0,1755.0,3346.0,0.0,0.0,1304.0,1306.0,1456534406.659
10.0,0.500,85.0,4.500,0.0,0.0,1392640.0,0.0,34012.0,2502.0,0.0,0.0,1022.0,1152.0,1456534407.659
12.798,0.251,79.674,7.277,0.0,0.0,2174976.0,778240.0,377.0,449.0,0.0,0.0,1178.0,1030.0,1456534408.659
13.049,0.502,80.803,5.646,0.0,0.0,999424.0,241664.0,357.0,939.0,0.0,0.0,1823.0,2109.0,1456534409.659
20.828,0.753,77.792,0.627,0.0,0.0,454656.0,0.0,2900.0,5216.0,0.0,0.0,2629.0,2221.0,1456534410.659
3.880,0.375,94.618,1.126,0.0,0.0,118784.0,249856.0,867.0,1941.0,0.0,0.0,823.0,1007.0,1456534411.659
63.418,6.835,28.228,1.266,0.0,0.253,520192.0,0.0,32199.0,80950.0,0.0,0.0,7136.0,7320.0,1456534412.659
94.849,3.392,1.759,0.0,0.0,0.0,0.0,0.0,1108.0,2026.0,0.0,0.0,3402.0,2260.0,1456534413.659
95.995,4.005,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,1679.0,0.0,0.0,3058.0,2053.0,1456534414.659
93.125,6.750,0.0,0.0,0.0,0.125,0.0,0.0,4073.0,4095.0,0.0,0.0,3322.0,2449.0,1456534415.659
92.337,5.402,2.010,0.126,0.0,0.126,16384.0,454656.0,1038.0,1679.0,0.0,0.0,3240.0,2561.0,1456534416.659
96.879,2.871,0.0,0.0,0.0,0.250,0.0,0.0,20166.0,17227.0,0.0,0.0,3160.0,4578.0,1456534417.659
96.375,3.500,0.125,0.0,0.0,0.0,0.0,655360.0,0.0,0.0,0.0,0.0,3170.0,5055.0,1456534418.659
91.572,4.528,3.774,0.0,0.0,0.126,0.0,651264.0,3542.0,5214.0,0.0,0.0,3212.0,2905.0,1456534419.659
84.065,14.555,1.255,0.0,0.0,0.125,6053888.0,0.0,69114.0,12592.0,0.0,0.0,3100.0,3521.0,1456534420.659
89.335,6.775,2.886,0.0,0.0,1.004,30138368.0,458752.0,1280.0,2239.0,0.0,0.0,6251.0,13568.0,1456534421.659
90.966,6.274,1.757,0.0,0.0,1.004,42491904.0,0.0,0.0,0.0,0.0,0.0,6154.0,18371.0,1456534422.659
90.113,2.503,7.259,0.0,0.0,0.125,12161024.0,0.0,2695.0,3677.0,0.0,0.0,2712.0,3118.0,1456534423.659
91.364,1.752,6.884,0.0,0.0,0.0,0.0,1544192.0,8427.0,4898.0,0.0,0.0,2494.0,3734.0,1456534424.659
76.500,19.625,3.875,0.0,0.0,0.0,20480.0,0.0,1166.0,1683.0,0.0,0.0,2518.0,2356.0,1456534425.659
77.792,16.186,5.646,0.0,0.0,0.376,6430720.0,229376.0,1102.0,1683.0,0.0,0.0,3188.0,3971.0,1456534426.659
81.305,10.289,8.407,0.0,0.0,0.0,0.0,0.0,1366528.0,9540.0,0.0,0.0,2406.0,1381.0,1456534427.659
84.962,13.534,1.504,0.0,0.0,0.0,0.0,0.0,3517.0,2214.0,0.0,0.0,2915.0,4852.0,1456534428.659
73.935,17.293,8.647,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2817.0,4607.0,1456534429.659
72.040,16.877,11.083,0.0,0.0,0.0,0.0,0.0,27857.0,1363103.0,0.0,0.0,2489.0,1835.0,1456534430.659
66.709,16.583,16.080,0.503,0.0,0.126,45056.0,204800.0,5127.0,2815.0,0.0,0.0,3927.0,5175.0,1456534431.659
2.387,4.774,92.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.0,2171.0,1456534432.659
82.642,6.667,10.314,0.252,0.0,0.126,65536.0,0.0,14425.0,17150.0,65536.0,0.0,5211.0,5086.0,1456534433.659
94.743,5.257,0.0,0.0,0.0,0.0,90112.0,0.0,40483.0,28733.0,0.0,0.0,3267.0,3497.0,1456534434.659
96.0,3.875,0.0,0.0,0.0,0.125,0.0,0.0,12040.0,27846.0,0.0,0.0,3061.0,2440.0,1456534435.659
94.250,5.625,0.125,0.0,0.0,0.0,0.0,520192.0,14821.0,33596.0,0.0,0.0,3139.0,2248.0,1456534436.660
93.492,4.881,1.627,0.0,0.0,0.0,0.0,0.0,1102.0,1890.0,0.0,0.0,3236.0,2432.0,1456534437.659
97.247,2.753,0.0,0.0,0.0,0.0,0.0,0.0,2390.0,2727.0,0.0,0.0,2983.0,6257.0,1456534438.659
95.859,3.262,0.753,0.0,0.0,0.125,0.0,1052672.0,11382.0,10971.0,0.0,0.0,3307.0,2758.0,1456534439.659
